message,id,version,level,task,opcode,keywords,recordid,providername,providerid,logname,processid,threadid,machinename,userid,timecreated,activityid,containerlog,matchedqueryids,bookmark,leveldisplayname,opcodedisplayname,taskdisplayname,keywordsdisplaynames,properties,parsed_timestamp,template_id,log_template,template_code,event_freq,template_entropy,hour_of_day,is_after_hours
Entered State: Identifying Network Interface Guid: {40630b7f-9004-4155-b605-9190b072981d},4001,0,4,1,1,4611721202799476736,5869,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,16864,Sree,S-1-5-20,31-01-2026 17:59:43,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,Wait for Identification,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,a96624b4,4 Entered State: Identifying Network Interface Guid: {<UUID>},5,0.09246901811248809,2.3808816298929143,-1,1
Network Disconnected Name: Airtel_vija_8655 Desc: Airtel_vija_8655 Type: Unmanaged State: Disconnected Category: Public,10001,0,4,0,0,4611721202799476768,5868,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,16864,Sree,S-1-5-20,31-01-2026 17:59:43,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,432df52e,4 Network Disconnected Name: Airtel_vija_8655 Desc: Airtel_vija_8655 Type: Unmanaged State: Disconnected Category: Public,6,0.08245948522402288,2.4954481944584637,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5867,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,11944,Sree,S-1-5-20,31-01-2026 17:55:30,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5866,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,27940,Sree,S-1-5-20,31-01-2026 17:55:19,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5865,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,24752,Sree,S-1-5-20,31-01-2026 17:54:01,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,05c2e330,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,10,0.019542421353670163,3.9351677222519346,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5864,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,16236,Sree,S-1-5-20,31-01-2026 17:53:53,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,1da2dae3,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,8,0.07292659675881792,2.6183018675638072,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5863,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,16420,Sree,S-1-5-20,31-01-2026 17:53:50,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,1da2dae3,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,8,0.07292659675881792,2.6183018675638072,-1,1
Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5862,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,24752,Sree,S-1-5-20,31-01-2026 17:53:50,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,e99c6c25,4 Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,13,0.02716873212583413,3.6056885211216922,-1,1
Network Connected Name: Airtel_vija_8655 Desc: Airtel_vija_8655 Type: Unmanaged State: Connected Category: Public,10000,0,4,0,0,4611721202799476768,5861,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,23916,Sree,S-1-5-20,31-01-2026 17:53:49,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,c21319f2,4 Network Connected Name: Airtel_vija_8655 Desc: Airtel_vija_8655 Type: Unmanaged State: Connected Category: Public,9,0.04051477597712107,3.206088532465926,-1,1
Transitioning to State: Identified Network Interface Guid: {40630b7f-9004-4155-b605-9190b072981d},4002,0,4,1,2,4612002677776187392,5860,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,23916,Sree,S-1-5-20,31-01-2026 17:53:49,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,Wait for Identification,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,7b738633,4 Transitioning to State: Identified Network Interface Guid: {<UUID>},3,0.0905624404194471,2.4017157167957564,-1,1
Network Connected Name: Identifying... Desc: Identifying... Type: Unmanaged State: Connected Category: Public,10000,0,4,0,0,4611721202799476768,5859,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,23916,Sree,S-1-5-20,31-01-2026 17:53:49,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,05060504,4 Network Connected Name: Identifying... Desc: Identifying... Type: Unmanaged State: Connected Category: Public,4,0.09199237368922783,2.386049600051357,-1,1
Entered State: Identifying Network Interface Guid: {40630b7f-9004-4155-b605-9190b072981d},4001,0,4,1,1,4611721202799476736,5858,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,23916,Sree,S-1-5-20,31-01-2026 17:53:49,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,Wait for Identification,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,a96624b4,4 Entered State: Identifying Network Interface Guid: {<UUID>},5,0.09246901811248809,2.3808816298929143,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5857,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,3040,Sree,S-1-5-20,31-01-2026 17:53:43,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5856,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,12468,Sree,S-1-5-20,31-01-2026 17:53:32,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5855,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,24752,Sree,S-1-5-20,30-01-2026 21:52:01,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5854,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,19212,Sree,S-1-5-20,30-01-2026 21:51:47,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,9bf572d0,4 Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,1,0.15061963775023832,1.8929975753693304,-1,1
Network Disconnected Name: Airtel_vija_8655 Desc: Airtel_vija_8655 Type: Unmanaged State: Disconnected Category: Public,10001,0,4,0,0,4611721202799476768,5853,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,23916,Sree,S-1-5-20,30-01-2026 21:51:47,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,432df52e,4 Network Disconnected Name: Airtel_vija_8655 Desc: Airtel_vija_8655 Type: Unmanaged State: Disconnected Category: Public,6,0.08245948522402288,2.4954481944584637,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5852,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,25384,Sree,S-1-5-20,30-01-2026 18:30:16,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5851,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,24960,Sree,S-1-5-20,30-01-2026 18:30:05,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5850,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,25672,Sree,S-1-5-20,30-01-2026 18:28:36,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,1da2dae3,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,8,0.07292659675881792,2.6183018675638072,-1,1
Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5849,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,3152,Sree,S-1-5-20,30-01-2026 18:28:35,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,9bf572d0,4 Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,1,0.15061963775023832,1.8929975753693304,-1,1
Network Connected Name: Airtel_vija_8655 Desc: Airtel_vija_8655 Type: Unmanaged State: Connected Category: Public,10000,0,4,0,0,4611721202799476768,5848,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,8240,Sree,S-1-5-20,30-01-2026 18:28:35,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,c21319f2,4 Network Connected Name: Airtel_vija_8655 Desc: Airtel_vija_8655 Type: Unmanaged State: Connected Category: Public,9,0.04051477597712107,3.206088532465926,-1,1
Transitioning to State: Identified Network Interface Guid: {40630b7f-9004-4155-b605-9190b072981d},4002,0,4,1,2,4612002677776187392,5847,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,8240,Sree,S-1-5-20,30-01-2026 18:28:35,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,Wait for Identification,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,7b738633,4 Transitioning to State: Identified Network Interface Guid: {<UUID>},3,0.0905624404194471,2.4017157167957564,-1,1
Network Connected Name: Identifying... Desc: Identifying... Type: Unmanaged State: Connected Category: Public,10000,0,4,0,0,4611721202799476768,5846,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,8240,Sree,S-1-5-20,30-01-2026 18:28:34,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,05060504,4 Network Connected Name: Identifying... Desc: Identifying... Type: Unmanaged State: Connected Category: Public,4,0.09199237368922783,2.386049600051357,-1,1
Entered State: Identifying Network Interface Guid: {40630b7f-9004-4155-b605-9190b072981d},4001,0,4,1,1,4611721202799476736,5845,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,8240,Sree,S-1-5-20,30-01-2026 18:28:34,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,Wait for Identification,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,a96624b4,4 Entered State: Identifying Network Interface Guid: {<UUID>},5,0.09246901811248809,2.3808816298929143,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5844,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,25692,Sree,S-1-5-20,30-01-2026 18:28:28,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5843,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,11328,Sree,S-1-5-20,30-01-2026 18:28:17,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,5842,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2420,25384,Sree,S-1-5-20,30-01-2026 13:48:20,add717e7-89de-0003-2b18-d7adde89dc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
